010813000036341100
010813000036380000
010813000036380900
010813000036381700
010913000039430201
010913394600000040
010913394600000080
011013000045130000
011013451200000040
011013451200000270
011013451200000330
011013451200000540
011013451200000720
011013451200000820
011013451200000950
011013451300000100
011013451300000980
011113664300000002
011113664300000040
011113664300000050
011113664300000060
011113664300000100
0111136778160E0030
0111136778160E0160
020913390900000110
020913394800000210
020913394800000220
020913394800000370
020913394900020150
020913394900030160
020913394900030190
020913395500000040
021011000010910000
021011000010940000
021013000045140200
021013450900000030
021013450900000180
021013450900000190
021013450900000260
021013450900000320
021013450900000490
0210134513000C0010
0210134513000C0060
0210134513000C0120
0210134513000C0150
0210134513000C0290
0210134513000D0080
0210134513000D0100
0210134513000E0060
0210134513000E0190
0210134513000F0070
021113664600000090
030913394900000170
030913394900020200
0310121438000A0120
0310121438000A0140
0310121438000A0170
0310121438000B0010
0310121438000B0120
0310121438000H0140
0310121438000J0080
0310121438000K0130
0310121438000L0010
0310121438000L0030
0310121438000M0010
0310121438000M0040
031013451100000220
031013451100000230
031013451100000270
031013451100000280
031013451100000340
031013451100000350
031013451400000210
031013451400000290
031013451500000030
031013451500000110
031013451500000140
031013451500000520
031013451500000550
031013451500000660
031213000068000400
0312136778000A0360
040814682800000360
041010042300000190
041010042300000250
041010042300U20110
041012000014830000
041012000014890000
041012000014920100
041012000014920200
041012000014960000
041012000014980000
041012000015000000
041012000015220000
041012000015250001
041012000015350000
041012000015930000
041012000016070500
041012000016610000
041012000016730101
041012000016740000
041012000016800000
041012000016810000
041012000016850000
041012000016970000
041012000017000000
041012000017100000
041012000017120000
041012000017270000
041012000017270100
041012000017280000
041012000017290000
041012000017340000
041012000017370100
041012000017410000
041012000017440000
041012000017460000
041012000017500000
041012000017580000
041012000017630000
041012000017640000
041012000017710000
041012000018510000
041012000020000000
041012145500000080
041012148000000100
041012148000000190
041012148000000240
041012153900000070
041012163100000040
041012163100000052
041012163100000080
041012163100000130
041012163100000150
041012166300000030
041012166300000060
041012166300000090
041012179000030000
041012180800010010
041012180800010040
041012180800010070
041012180800030010
041012180800030020
041012185300010010
041012185300040010
041012185300040030
041012185300060010
041012185300060020
041012185300060030
041012185300060041
041012185300080020
041012188600010030
041012188600060011
041012192900050010
041012194100020020
041012194100040110
041012194100040130
0410121983000A0010
0410121983000A0060
0410121983000B0030
0410121983000D0001
0410121983000F0010
0410121983000F0060
0410121983000I0030
0410121983000I0040
0410121983000I0060
0410121983000J0090
0410121983000K0011
041013451600010060
041013451600010090
041013451700000050
041013451700000090
041013451700000130
041013451700000190
041013451700000250
041013451700000270
041013451800000060
041013451800000110
041013451900000020
041013451900000110
041013451900000240
041013452000000470
041013452100000010
041013452100000090
041013452100000130
041311000012710000
050910024400030190
050910024400030250
050910024400040440
050910024400040450
050910024400040470
050910024400040622
050910024400040690
050910024400040860
050910024400040870
05101004270000004A
05101004270000008A
05101004270000014A
051012000020410000
051012000020420000
051012000020440000
051012137200000240
051012137200000260
051012203600030040
051013451900000330
051013452000000400
051013452000000410
051013452000000810
051013452000000830
051013452200010030
051013452200010040
051013452200010070
051013452200030050
061010042800000020
061010042800000290
061013000045240500
061013452500000040
061013452500000150
061013452600000150
061013452600000160
061013452600000240
061013452600000250
061014693000000070
061114706800000180
061114706800000190
0611147070000B0040
070814685000000060
070814685000000310
070914000069030101
070914000069030115
070914000069030116
070914000069030117
070914000069030118
070914000069030200
071010000004290400
071010000004300401
071010000004300600
080814685600000030
080814687100020070
080814687100020120
080814687100030060
08081468760000000A
0808146876000203B0
081012000020560201
081012000020640200
081012206800000110
081012207300000090
081012207300000250
081012207300000260
081012207300000290
081012207300000300
081012208200000400
081012210100000130
081012210100000190
081012210100000200
090911000010270000
090913000039760300
091012000022720000
091012000023090000
091012000023130001
091012000023160000
091012000023210000
091012000023300000
091012000023400000
091012000023600000
091012000023610002
091012000024450000
091012000025240101
091012000025330000
091012000025430000
091012000025630100
091012000025730000
091012000025860100
091012153900000350
091012153900020860
091012163100000320
091012163100000330
091012210800040010
091012210800160022
091012214400030030
091012214400070010
091012214400070030
091012214400070051
091012214400090010
091012214400180010
091012214400240030
091012214400410080
091012220500040000
091012221500110070
091012221500110110
091012222300130010
091012222300130011
091012222300130030
091012222300130090
091012223900050010
091012236200020060
091012236200090050
091012236200090100
091012236200130090
091012236200160040
0910122449000A0021
0910122449000C0030
0910122449000C0041
0910122449000C0042
0910122449000C0043
0910122449000E0015
091012245000000250
0910122487000A0110
0910122487000H0000
0910122487000J0210
0910122487000N0120
091013000045360401
091013000045390200
091013000045410000
091013000045420300
091013000045420301
091013453600000220
091013453600000480
091110000004830101
100911000010290000
100913000039780000
100913000039780300
100913000039780600
100913000039780700
100913000039780800
100913000039870100
100913000039920000
100913000039920100
100913000039960200
100913000039960300
100913000039970300
100913000039990101
100913000039990102
101012000026130000
101012000026300000
101012000026310000
101012000026370000
101012000026410100
101013000045460300
1010134544000A0140
1010134544000B0080
1010134544000B0210
1010134546000B0200
1010134546000C0090
1010134546000C0130
1010134546000C0170
1010134546000C0190
1010134546000C0200
1010134546000D0010
101013454700000030
101013454700000140
101013454700000150
101110000004840300
110813000036700000
110910000002520100
1109100252000A0060
1109100252000A0070
110913400300000040
110913400300000110
110913400300000150
111012000026570200
111012000026570400
111013000045491200
111013000045491601
111013454800000310
111013454900000090
111013454900000300
111013454900000310
111013454900000320
111013455000000030
111013455000000160
111013455000000350
111013455000000390
111013455400000020
111013455400000220
111013455400000350
111013455400000380
111013455400000390
111013456200000050
111013456200000100
111013456200000290
111013456200000320
111013456200000380
111113667400000050
111113667400000360
111113667400000560
111113667400010560
111113667400020310
111113667400020370
111113667400020520
111113667400020530
111113667400020540
111113667400020550
111113667400020750
111113667600000040
111210000005770000
111210000005890000
120813000036910102
120813000036920100
120813000036920201
120913000040090000
120913000040090300
120913000040130104
120913400600000060
120913400600000070
120913400600000090
120913403000010120
120913403000020150
120913403000020210
120913403000030260
120913403000050090
120913403000050170
120913403000060090
120913403000070050
120913403000070170
120913403000070210
120913403000080050
120913403000080090
120913403000080130
120913403000080170
120913403000080210
120913403000100050
120913403000120170
120913403000160290
120913403000170210
120913403000180010
120913403000190090
120913403000240090
120913403000260250
120913403000270000
120913403000270090
120913403000280170
120913403000280210
120913403000300130
120913403000360170
120913403000360210
120913403000360250
120913403000380000
120913403000380010
120913403000380290
120913403000400050
121009000001310000
121012000026630000
121012000026630100
121012000026630400
121012000026630500
121012000026630600
121012000026630601
121012000026630700
121013000045680200
121013451300000440
130813370600000050
130813370600000060
130813370600000070
130813370600000140
130813372000000250
130913000040590202
130913000040591700
130913000040610100
130913000040630100
130913000040660300
130913405000000080
130913405000000120
130913405000000130
130913405100000160
130913405100000250
130913405100000300
130913405100000490
130913405100000780
130913405100000790
130913405100001040
130913405100001240
130913405100001290
